mmsi,name,flag,vessel_type_key,true_activity,sog_mean,sog_std,sog_max,pct_slow,pct_vslow,pct_fast,cog_std,zig_zag,mean_turning_rate,max_turning_rate,loiter_index,centroid_lat,centroid_lon,lat_range,lon_range,total_dist_nm,bbox_area,t_span_h,pct_fishing_status,pct_anchored_status,n_dark_gaps,max_dark_gap_h,pct_dark,length,draught,dist_to_port_nm,dist_to_fishing_nm,n_pings
500011176,MV_PHI_CARGO_010,TW,tanker,transit,13.180589254766032,0.7801064226085515,15.2,0.0,0.0,0.1386481802426343,21.228729765221217,0.0,3.4421874999999997,14.899999999999977,1.850690152057544e-05,9.810442911611785,112.01516116117851,6.14818,7.807289999999995,633.1371209334538,48.00062423219997,48.0,0.0,0.0,0,0.08333333333333333,0.0,234,20.1,569.8644308801669,331.66753737309244,577
500011177,MV_PHI_CARGO_011,MH,bulk_carrier,transit,12.424783362218372,0.7762680104997655,14.7,0.0,0.0,0.02079722703639515,76.20818527549164,0.0,3.3067708333333323,16.19999999999999,3.724303165233156e-05,6.962125043327556,119.03271949740034,4.67728,4.239850000000004,596.776203363012,19.830965608000017,48.0,0.0,0.0,0,0.08333333333333333,0.0,286,14.3,352.267014921197,149.076574424317,577
600001166,ANCHORED_PHI_00,PA,bulk_carrier,anchored,0.6795847750865052,1.0387801439428186,9.4,0.9826989619377162,0.9688581314878892,0.0,13.343065907907615,0.0,2.0104166666666674,7.5,1.427980258546844e-05,6.925347093425605,125.76937975778546,0.17025000000000023,0.19409000000000276,18.014894374991886,0.033043822500000514,24.0,0.0,1.0,0,0.08333333333333333,0.0,152,12.4,13.316011977397055,299.09010251401435,289
600001167,ANCHORED_PHI_01,LR,tanker,anchored,0.5709342560553633,1.2031041853467392,11.0,0.9826989619377162,0.9480968858131488,0.0,10.629287312894153,0.0,1.990625000000001,8.599999999999994,1.0143215540692895e-05,7.303337370242214,126.2400792733564,0.052690000000000126,0.21426999999999907,16.42675895076485,0.011289886299999979,24.0,0.0,1.0,0,0.08333333333333333,0.0,320,11.7,40.621047067754525,299.6980688939307,289
600001168,ANCHORED_PHI_02,LR,bulk_carrier,anchored,0.6394463667820068,1.0328351671092515,8.9,0.9826989619377162,0.9550173010380623,0.0,10.79159205402038,0.0,1.9708333333333345,7.899999999999977,8.061222180356003e-06,15.302441003460208,120.36536723183391,0.18360999999999983,0.16666999999999632,17.139172815191465,0.030602278699999295,24.0,0.0,1.0,0,0.08333333333333333,0.0,210,16.6,29.488978384030975,292.61668796762655,289
600001169,ANCHORED_PHI_03,LR,bulk_carrier,anchored,0.5567474048442906,1.241370688122865,11.9,0.9792387543252595,0.9584775086505191,0.0,11.056903641187713,0.0,1.9875000000000003,6.100000000000023,8.285189570005638e-06,6.731564844290657,125.68325698961938,0.048340000000000494,0.20695000000000618,16.035217187439454,0.010003963000000402,24.0,0.0,1.0,0,0.08333333333333333,0.0,258,12.9,20.91701364071138,298.2326090861082,289
600001170,ANCHORED_PHI_04,BR,cargo,anchored,0.6965397923875432,1.4962889963263422,13.8,0.9757785467128027,0.9584775086505191,0.0,15.754079799667783,0.0,1.8763888888888884,7.0,1.7177681221764838e-05,7.220799515570934,125.62042913494808,0.1362899999999998,0.2206199999999967,18.832029943687726,0.030068299799999507,24.0,0.0,1.0,0,0.08333333333333333,0.0,129,13.0,9.135504013096323,285.3299473014825,289
700011166,VESSEL_PHI_000,TW,trawler,transit,7.715260115606936,3.761480855612262,12.9,0.41734104046242776,0.004624277456647399,0.0,83.62226415766426,0.09490740740740741,10.700115740740742,94.5,2.467429177542671e-05,11.496688739884394,119.51190991907514,5.199529999999999,2.70599,556.284747730956,14.069876184699998,72.0,0.4416184971098266,0.0,0,0.08333333333333333,0.0,51,3.3,204.36468627026548,122.17052025927309,865
700011167,VESSEL_PHI_001,PH,purse_seiner,transit,11.81715425531915,4.051626398892832,16.7,0.17154255319148937,0.0,0.27925531914893614,71.67378396703421,0.0426098535286285,6.350599201065245,61.80000000000001,2.5995603847923372e-05,6.094830385638298,119.53651567819148,8.58379,3.82965999999999,873.5691539301545,32.87299721139991,72.0,0.19946808510638298,0.0,1,9.5,0.0,98,6.9,362.7102868791717,168.66716253803403,752
700011168,VESSEL_PHI_002,CN,trawler,transit,8.061271676300578,3.683105092544032,13.4,0.3815028901734104,0.0011560693641618498,0.0,109.1272041031893,0.10069444444444445,10.394097222222221,76.19999999999999,1.5962783980108473e-05,11.946527468208092,122.50187541040464,2.66348,4.558689999999999,580.1789328419612,12.141979641199995,72.0,0.4023121387283237,0.0,0,0.08333333333333333,0.0,79,3.4,127.75105687355648,64.51217260185621,865
700011169,VESSEL_PHI_003,SG,longliner,transit,8.124508670520232,4.879145241187938,14.1,0.36647398843930634,0.23699421965317918,0.0011560693641618498,71.95637265780508,0.09259259259259259,9.811342592592593,78.0,3.1711710384013016e-05,10.744187653179191,117.65874975722544,3.9584899999999994,5.581890000000001,585.7024085934164,22.095855746100003,72.0,0.37803468208092483,0.0,0,0.08333333333333333,0.0,36,4.9,288.5311052027586,17.98658467710906,865
700011170,VESSEL_PHI_004,MH,trawler,transit,8.481387283236995,3.5404859624085074,13.6,0.30751445086705204,0.0023121387283236996,0.0,60.825693699413975,0.0775462962962963,9.06724537037037,83.10000000000002,1.3344220558814874e-05,10.960632531791907,123.17601354913295,3.8280700000000003,6.883200000000002,610.6445435079821,26.34937142400001,72.0,0.3445086705202312,0.0,0,0.08333333333333333,0.0,57,3.9,57.485105242220364,37.58659219679529,865
700011171,VESSEL_PHI_005,TW,trawler,transit,7.73421965317919,3.6212677973912673,12.8,0.4069364161849711,0.005780346820809248,0.0,62.696624719341166,0.09143518518518519,10.042476851851852,83.39999999999998,1.7669147010705736e-05,11.272680254335262,120.64123223121388,6.445739999999999,1.5698099999999897,557.3405591544124,10.118587109399932,72.0,0.4346820809248555,0.0,0,0.08333333333333333,0.0,49,4.5,200.1001139053653,167.8197912414148,865
700011172,VESSEL_PHI_006,MH,longliner,transit,7.368092485549132,5.001692124376845,13.9,0.44739884393063584,0.23468208092485549,0.0,74.41184364243885,0.08796296296296297,10.580787037037036,86.5,2.2300210751827397e-05,10.122494809248556,123.16779783815028,2.2145199999999985,5.6124499999999955,530.693659620062,12.428882773999982,72.0,0.4531791907514451,0.0,0,0.08333333333333333,0.0,51,2.7,44.85974601793125,84.9946952398617,865
700011173,VESSEL_PHI_007,SG,purse_seiner,transit,9.56265895953757,5.158274556297123,16.1,0.3895953757225434,0.010404624277456647,0.2994219653179191,75.22344827007836,0.10069444444444445,10.55983796296296,82.19999999999999,1.8186115337078875e-05,19.251794150289015,119.85949621965318,5.164549999999998,6.60981000000001,689.196009877678,34.136694235500045,72.0,0.42890173410404625,0.0,0,0.08333333333333333,0.0,59,6.9,267.1277654901661,510.8326494617454,865
700011174,VESSEL_PHI_008,ID,trawler,transit,9.157456647398844,3.1607079042855317,13.0,0.2300578034682081,0.0,0.0,55.78508399737864,0.056712962962962965,7.567939814814815,90.50000000000001,1.1420448025577244e-05,11.946709664739883,114.01360136416186,6.64804,4.747240000000005,659.6177836891364,31.559841409600033,72.0,0.2589595375722543,0.0,0,0.08333333333333333,0.0,21,3.5,404.0600563406887,212.86751651920565,865
700011175,VESSEL_PHI_009,SG,trawler,transit,8.174219653179192,3.596114650011862,13.0,0.35953757225433525,0.0,0.0,62.57602844777934,0.08680555555555555,10.03449074074074,84.0,1.6137760021340437e-05,8.953295976878612,125.94874482080925,1.3537099999999995,7.088890000000006,588.4957204521363,9.596301281900006,72.0,0.3791907514450867,0.0,0,0.08333333333333333,0.0,39,3.8,114.95910421957396,210.5012235237651,865
700011176,VESSEL_PHI_010,MH,purse_seiner,transit,11.128901734104046,4.5587313741641875,16.1,0.24393063583815028,0.0023121387283236996,0.3190751445086705,65.32755844895628,0.06828703703703703,8.139930555555555,75.9,2.3931529205414054e-05,21.760245491329478,126.45159240462426,2.9186200000000007,9.210130000000007,802.0609078935729,26.880869620600027,72.0,0.27167630057803466,0.0,0,0.08333333333333333,0.0,90,7.0,531.9186933836642,638.9267376200769,865
700011177,VESSEL_PHI_011,PH,trawler,transit,9.27271676300578,2.858468023261415,13.0,0.18728323699421964,0.0,0.0,60.718614544560126,0.047453703703703706,6.855324074074074,76.70000000000002,2.5092473206108575e-05,4.6922847514450865,121.90881015028901,3.4440399999999998,7.93092,667.7460167465142,27.3144057168,72.0,0.2092485549132948,0.0,0,0.08333333333333333,0.0,23,5.4,262.6268693590981,234.95252831258998,865
700011178,VESSEL_PHI_012,SG,trawler,transit,7.467514450867052,3.6940159633727148,13.4,0.43583815028901735,0.004624277456647399,0.0,88.11695242699575,0.11574074074074074,11.358796296296296,82.39999999999998,1.4439990982591055e-05,8.924367595375722,119.3684258381503,4.163,2.824450000000013,538.0260035001377,11.758185350000055,72.0,0.4624277456647399,0.0,0,0.08333333333333333,0.0,55,4.3,281.0243341544906,100.12597961496675,865
700011179,VESSEL_PHI_013,MH,longliner,transit,6.839884393063584,4.969308576884694,13.3,0.48323699421965316,0.29826589595375724,0.0,97.37437127745271,0.12731481481481483,12.259953703703705,83.39999999999998,1.800436076224421e-05,7.982238404624278,121.3988521849711,2.2160900000000003,3.8476500000000016,493.297875943111,8.526738688500005,72.0,0.49942196531791905,0.0,0,0.08333333333333333,0.0,48,2.2,204.15261513997064,39.09046476725454,865
700011180,VESSEL_PHI_014,TW,purse_seiner,transit,9.887398843930637,5.016784849702721,16.3,0.3653179190751445,0.0011560693641618498,0.27976878612716766,105.11811238283701,0.10069444444444445,10.15740740740741,87.30000000000001,1.3580816828662166e-05,11.111664936416185,116.57530430057803,6.45635,3.4013999999999953,711.6460759284747,21.960628889999967,72.0,0.3930635838150289,0.0,0,0.08333333333333333,0.0,95,4.3,310.29852986840405,54.89964591474165,865
700011181,VESSEL_PHI_015,MH,longliner,transit,6.78242774566474,5.053054121594382,13.4,0.48323699421965316,0.3236994219653179,0.0,86.33231917744345,0.10185185185185185,11.435648148148148,73.1,1.4739363451096075e-05,10.481643294797689,123.31169956069365,3.7513300000000003,3.573830000000001,488.4977301481994,13.406615693900005,72.0,0.49479768786127165,0.0,0,0.08333333333333333,0.0,37,3.8,36.07155362355931,62.14166326252988,865
700011182,VESSEL_PHI_016,ID,trawler,transit,8.122774566473987,3.6785837531512744,13.4,0.376878612716763,0.003468208092485549,0.0,86.076982397999,0.09027777777777778,9.621643518518518,85.10000000000002,1.8383409210216646e-05,13.615033826589597,118.91212104046242,2.35511,5.323329999999999,584.8815711329305,12.537027716299995,72.0,0.3930635838150289,0.0,0,0.08333333333333333,0.0,34,5.7,107.14279226801469,177.51580634468075,865
700011183,VESSEL_PHI_017,CN,trawler,transit,7.66335260115607,3.7518378197839843,13.8,0.43352601156069365,0.006936416184971098,0.0,87.09061120581866,0.11226851851851852,11.110532407407407,77.80000000000001,1.735616301352677e-05,11.29759650867052,114.89919512138728,3.6022,3.649479999999997,552.7369673876074,13.146156855999989,72.0,0.45895953757225433,0.0,0,0.08333333333333333,0.0,40,5.7,378.6319085863678,154.2443723573815,865
700011184,VESSEL_PHI_018,SG,purse_seiner,transit,11.0,4.607816931976868,16.2,0.2508670520231214,0.0023121387283236996,0.2971098265895954,55.0639533222893,0.07175925925925926,8.151041666666668,64.0,2.2828516309215914e-05,17.819231132947976,119.7738198034682,10.03222,4.168639999999996,792.536136877569,41.82071358079997,72.0,0.2855491329479769,0.0,0,0.08333333333333333,0.0,47,4.1,182.33011579130834,430.22284073708346,865
700011185,VESSEL_PHI_019,CN,longliner,transit,9.430173410404624,4.403811075994316,14.4,0.23699421965317918,0.15953757225433526,0.0011560693641618498,95.41964660270185,0.07523148148148148,8.018055555555557,79.09999999999997,2.5764540164006978e-05,11.897643225433526,124.72337252023121,2.9749,6.6713299999999975,679.5785799967456,19.84653961699999,72.0,0.24739884393063583,0.0,0,0.08333333333333333,0.0,43,4.4,106.42054097856179,75.78471602067675,865
750000167,FISH_PHI_TRANS,VU,trawler,fishing,5.4789473684210535,3.135757936980337,12.3,0.6710526315789473,0.0043859649122807015,0.0,89.28148763257668,0.15418502202643172,14.832158590308373,60.60000000000002,1.622750798699726e-05,10.72957692982456,117.00213048245614,0.9486900000000009,0.4856800000000021,112.19437125446137,0.46075975920000245,22.0,0.7324561403508771,0.0,1,3.1666666666666665,0.0,78,4.7,311.3043287976021,33.547275131725236,228
750000267,FISH_PHI_TRANS,VU,trawler,fishing,5.682894736842106,3.285496630910871,12.2,0.6842105263157895,0.0,0.0,90.136515303771,0.1762114537444934,15.481057268722466,65.9,1.4601149524301455e-05,11.68989798245614,124.1950938596491,0.7373200000000004,0.9410999999999916,119.62603630635195,0.6938918519999943,22.0,0.7324561403508771,0.0,1,3.1666666666666665,0.0,44,4.4,84.0678624853806,42.44218015228296,228
750000367,FISH_PHI_TRANS,TW,trawler,fishing,5.3315789473684205,3.2640066807818213,12.3,0.6973684210526315,0.008771929824561403,0.0,79.04300810313889,0.15859030837004406,15.34140969162996,86.0,2.2718835026562563e-05,7.9857384210526305,120.60627447368421,0.8248800000000003,0.8729299999999967,110.52170271846313,0.7200624983999975,22.0,0.7324561403508771,0.0,1,3.1666666666666665,0.0,29,4.6,240.32128697679943,38.73876713191422,228
750100167,REEFER_PHI_01,MH,reefer_carrier,transit,13.426829268292684,5.25672736875209,18.1,0.14146341463414633,0.08780487804878048,0.775609756097561,85.58285643818922,0.014705882352941176,5.449019607843139,44.30000000000001,2.8799502104605086e-05,10.794667219512194,118.44876409756098,1.8785699999999999,1.164420000000007,228.5257157978501,2.1874444794000127,17.0,0.0,0.0,0,0.08333333333333333,0.0,124,9.2,264.1487095355089,57.27941195332881,205
750100267,REEFER_PHI_01,LR,reefer_carrier,transit,13.016097560975611,5.057251194969304,17.3,0.14634146341463414,0.09268292682926829,0.7707317073170732,91.39903882706687,0.03431372549019608,5.845588235294119,48.10000000000002,1.983690701860241e-05,11.68439092682927,123.20764346341464,1.6076300000000003,1.294780000000003,221.6949155095303,2.081527171400005,17.0,0.0,0.0,0,0.08333333333333333,0.0,168,6.5,91.51860706059169,20.45089589636755,205
750100367,REEFER_PHI_01,PA,reefer_carrier,transit,13.654634146341463,5.239720760368715,17.7,0.14634146341463414,0.08780487804878048,0.7804878048780488,89.07998424086051,0.024509803921568627,6.104901960784315,58.60000000000002,2.434854733403612e-05,7.578064390243903,120.76454419512196,1.1949799999999993,2.012299999999996,232.13088532891135,2.404658253999994,17.0,0.0,0.0,0,0.08333333333333333,0.0,144,9.3,248.34827838171302,57.09589624409387,205
760000167,CARGO_PHI_BNKR,CN,cargo,transit,12.56871165644172,6.515639716624761,18.7,0.22699386503067484,0.1901840490797546,0.6625766871165644,17.12109858234296,0.0,3.337654320987653,10.300000000000011,1.6125869008674952e-05,12.591776932515337,119.4524763803681,2.3958399999999997,1.2211400000000054,169.65705229616816,2.925656057600013,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,121,13.7,142.02720404207145,149.33460749085526,163
760000267,CARGO_PHI_BNKR,KR,cargo,transit,12.640490797546013,6.732419851712404,19.9,0.22699386503067484,0.1656441717791411,0.6932515337423313,12.753269033457135,0.0,3.1049382716049383,10.900000000000006,1.547028691283276e-05,14.59204527607362,119.23561202453986,1.6401000000000003,2.282590000000013,170.52669274521594,3.7436758590000223,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,139,6.4,61.609977930477356,238.4012855442165,163
760000367,CARGO_PHI_BNKR,KR,cargo,transit,12.438650306748466,6.486506287864054,19.3,0.22085889570552147,0.1901840490797546,0.6809815950920245,14.286535831376407,0.0,3.1425925925925933,10.699999999999989,1.0428741505074318e-05,7.357966687116565,127.87573773006135,0.23988999999999994,2.7356299999999862,167.61158157384165,0.6562502806999966,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,275,9.6,136.6526288382078,359.1433852811079,163
760100167,BARGE_PHI_01,MY,bunker_barge,transit,5.378082191780822,2.664389548184985,8.2,0.3424657534246575,0.2191780821917808,0.0,7.30031506168143,0.0,3.241666666666668,11.0,7.463248525870414e-06,14.673564109589043,120.47135917808217,0.517059999999999,0.11621999999999844,32.11750853379789,0.06009271319999907,6.0,0.0,0.0,0,0.08333333333333333,0.0,40,3.9,14.628428505160537,260.1298335022911,73
760100267,BARGE_PHI_01,SG,bunker_barge,transit,5.312328767123287,2.728035331263968,8.8,0.3287671232876712,0.2054794520547945,0.0,9.66684420049732,0.0,2.881944444444443,8.700000000000045,1.4084231953601874e-05,15.205394246575343,120.0410894520548,0.049409999999999954,0.5379400000000061,31.75512435058722,0.026579615400000277,6.0,0.0,0.0,0,0.08333333333333333,0.0,57,3.8,26.676659156955463,292.95429016325204,73
760100367,BARGE_PHI_01,MY,bunker_barge,transit,5.450684931506849,3.0402831198224036,9.4,0.3698630136986301,0.2328767123287671,0.0,22.650164828639276,0.0,3.616666666666668,15.699999999999989,1.6629147597034234e-05,6.61162,125.9332094520548,0.4048299999999996,0.32111000000000445,32.452499420303965,0.12999496130000165,6.0,0.0,0.0,0,0.08333333333333333,0.0,71,4.5,33.94091733160464,314.7358383581113,73
770001167,SURVEY_PHI_00,NO,survey_vessel,survey,5.554497354497355,2.4687343085013906,12.3,0.8412698412698413,0.0,0.0,131.0762182531252,0.03723404255319149,4.739893617021275,105.19999999999999,7.010623735200778e-06,10.890843968253968,118.10070280423281,0.4393400000000014,0.2033399999999972,88.81548590238026,0.08933539559999905,15.666666666666666,0.0,0.0,0,0.08333333333333333,0.0,80,6.3,267.89830459129604,36.011740607885876,189
780001167,PATROL_PHI_00,PH,patrol_vessel,patrol_sweep,10.332500000000001,0.5293333070948775,11.6,0.0,0.0,0.0,124.51723104383146,0.12605042016806722,11.344537815126051,90.0,3.5458986833200224e-06,14.628484166666665,123.60236683333332,0.20130999999999943,0.19271000000000527,102.46820087539054,0.03879445010000095,9.916666666666666,0.0,0.0,0,0.08333333333333333,0.0,54,3.4,152.95516568005996,187.93099497883873,120
780001168,PATROL_PHI_01,PH,patrol_vessel,patrol_sweep,8.786263736263736,0.46240923873724327,10.1,0.0,0.0,0.0,127.07624787281206,0.08287292817679558,7.458563535911602,90.0,3.4278484581015667e-06,8.175356373626373,123.92752774725275,0.25614000000000026,0.24641000000001156,132.15690851288593,0.06311545740000303,15.083333333333334,0.0,0.0,0,0.08333333333333333,0.0,29,2.6,119.62472169650646,175.0005863617401,182
790001167,DREDGER_PHI_00,US,dredger,dredging,2.5992481203007523,0.642773155486257,4.6,1.0,0.007518796992481203,0.0,123.59395256080688,0.05303030303030303,12.38939393939394,179.90000000000003,3.7784356687424984e-08,7.088068796992482,125.61590360902255,0.002100000000000435,0.0693600000000032,28.558886923149096,0.00014565600000003687,11.0,0.0,0.0,0,0.08333333333333333,0.0,89,5.0,1.4404266614326895,287.3608608282374,133
800001166,LOITER_PHI_00,PH,cargo,loiter,5.640687160940325,6.652337083905194,19.2,0.7197106690777577,0.47377938517179025,0.24593128390596744,80.4943264579275,0.15760869565217392,14.247101449275362,83.89999999999998,2.0080760678889453e-05,10.80578849909584,117.07813540687162,1.8713200000000008,2.2172899999999913,259.46732993924564,4.149259122799985,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,256,10.9,304.94487898331766,27.469453270157416,553
800001167,LOITER_PHI_01,VN,cargo,loiter,5.73869801084991,6.804496952382815,19.0,0.7233273056057866,0.47920433996383366,0.24593128390596744,111.02941055330903,0.14130434782608695,13.539673913043478,72.80000000000001,1.3683839552608375e-05,10.85605911392405,117.45407477396023,1.15667,1.7992199999999912,263.5389390991909,2.0811037973999897,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,106,9.2,289.48735909507116,9.056423173340326,553
800001168,LOITER_PHI_02,CN,cargo,loiter,5.577034358047017,6.581235083131004,19.9,0.7215189873417721,0.5045207956600362,0.2423146473779385,78.77095341446422,0.15942028985507245,14.246376811594201,78.6,2.2772025625142692e-05,10.684087106690779,121.03662459312837,2.5387400000000007,1.6480999999999995,256.65189726803465,4.184097394,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,214,11.5,170.44517908284797,131.15151763621074,553
800001169,LOITER_PHI_03,TW,cargo,loiter,5.59113924050633,6.62652440168096,18.9,0.7215189873417721,0.5117540687160941,0.244122965641953,135.15451276000604,0.16304347826086957,14.423731884057972,80.69999999999999,1.811577122258449e-05,13.350751754068716,123.90915349005427,1.1694300000000002,2.7848400000000026,257.03275003268016,3.2566754412000036,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,220,7.4,181.9685264789386,113.67995321674883,553
900001166,STS_TANKER_0_1,PA,tanker,transit,10.082006920415225,4.9362112433929,14.8,0.22837370242214533,0.19377162629757785,0.06228373702422145,16.791284726387573,0.0,3.261805555555556,12.0,1.6179138670892818e-05,16.292020692041525,122.41935525951557,2.439449999999999,3.0927799999999905,241.7434413498998,7.544682170999974,24.0,0.0,0.0,0,0.08333333333333333,0.0,321,14.3,132.2037768428406,294.52363928027114,289
900001167,STS_TANKER_0_2,VU,tanker,transit,10.022491349480969,4.777869907396108,14.5,0.23529411764705882,0.15916955017301038,0.02422145328719723,26.02022662360751,0.0,3.2798611111111122,15.0,3.364134516568868e-05,14.47668186851211,125.1774379930796,1.2135800000000003,3.52722,240.36575956832348,4.280563647600001,24.0,0.0,0.0,0,0.08333333333333333,0.0,195,18.4,244.62435939576832,203.8865751719751,289
900001176,STS_TANKER_1_1,PA,tanker,transit,9.841868512110727,4.997474584027922,15.7,0.23183391003460208,0.1972318339100346,0.03806228373702422,34.19194437009803,0.0,3.4895833333333326,14.5,3.5801814840339806e-05,13.1809315916955,119.11834093425604,1.073739999999999,3.3188900000000103,236.5249001071252,3.563624948600008,24.0,0.0,0.0,0,0.08333333333333333,0.0,262,20.1,119.10324869001859,161.7779865864145,289
900001177,STS_TANKER_1_2,VU,tanker,transit,10.052249134948097,4.88001398193523,15.1,0.23183391003460208,0.1695501730103806,0.05190311418685121,25.82733914325468,0.0,3.4826388888888875,13.599999999999994,2.417470051234435e-05,14.851652179930793,122.93121401384083,2.4350000000000005,2.8795999999999964,241.17497382689015,7.011825999999993,24.0,0.0,0.0,0,0.08333333333333333,0.0,219,16.7,114.96495961626279,203.96248190738157,289
900001186,STS_TANKER_2_1,PA,tanker,transit,10.144290657439445,4.951897710254049,15.4,0.23183391003460208,0.17301038062283736,0.0726643598615917,34.55914047996982,0.0,3.313888888888889,13.0,3.9049701619320976e-05,11.344700138408305,123.89320979238754,2.6109799999999996,2.2824099999999987,243.46372738910603,5.959326861799996,24.0,0.0,0.0,0,0.08333333333333333,0.0,251,11.7,61.52477143717968,24.948812433469264,289
900001187,STS_TANKER_2_2,VU,tanker,transit,9.930795847750865,5.010637789955296,14.5,0.23529411764705882,0.1903114186851211,0.01730103806228374,28.843456744236324,0.0,3.3722222222222236,14.0,2.7404043776750404e-05,14.34427778546713,124.01567764705882,2.3794699999999995,2.7954300000000103,238.07241609375802,6.651641822100023,24.0,0.0,0.0,0,0.08333333333333333,0.0,312,13.4,177.6775798910639,173.41698263996167,289
