mmsi,name,flag,vessel_type,n_pings,n_ais_gaps_1h,n_dark_periods_8h,max_gap_h,impossible_jumps,max_implied_speed_kn,dark_fraction,poor_compliance_flag,dark_risk_score,anomaly_flags
700033514,VESSEL_STR_000,PA,purse_seiner,865,0,0,0.08,0,15.9,0.0,True,0.031,POOR_COMPLIANCE_FLAG
700033515,VESSEL_STR_001,MY,longliner,865,0,0,0.08,0,13.8,0.0,False,0.001,NONE
700033516,VESSEL_STR_002,KR,purse_seiner,865,0,0,0.08,0,15.6,0.0,False,0.001,NONE
700033517,VESSEL_STR_003,CN,longliner,865,0,0,0.08,0,13.9,0.0,False,0.021,IUU_CONCERN_FLAG+FISHING
700033518,VESSEL_STR_004,LR,trawler,865,0,0,0.08,0,13.2,0.0,False,0.001,NONE
700033519,VESSEL_STR_005,KR,trawler,865,0,0,0.08,0,13.0,0.0,False,0.001,NONE
700033520,VESSEL_STR_006,LR,trawler,865,0,0,0.08,0,12.9,0.0,False,0.001,NONE
700033521,VESSEL_STR_007,LR,longliner,865,0,0,0.08,0,14.0,0.0,False,0.001,NONE
700033522,VESSEL_STR_008,SG,trawler,865,0,0,0.08,0,12.9,0.0,False,0.001,NONE
700033523,VESSEL_STR_009,CN,longliner,865,0,0,0.08,0,14.3,0.0,False,0.021,IUU_CONCERN_FLAG+FISHING
700033524,VESSEL_STR_010,CN,trawler,731,1,1,11.25,0,13.0,0.0,False,0.265,AIS_GAPS_1x>1h; DARK_PERIODS_1x>8h; IUU_CONCERN_FLAG+FISHING
700033525,VESSEL_STR_011,KR,trawler,865,0,0,0.08,0,13.3,0.0,False,0.001,NONE
700033526,VESSEL_STR_012,KR,purse_seiner,865,0,0,0.08,0,16.3,0.0,False,0.001,NONE
700033527,VESSEL_STR_013,JP,longliner,865,0,0,0.08,0,13.7,0.0,False,0.001,NONE
700033528,VESSEL_STR_014,LR,trawler,865,0,0,0.08,0,13.5,0.0,False,0.001,NONE
700033529,VESSEL_STR_015,JP,purse_seiner,865,0,0,0.08,0,15.7,0.0,False,0.001,NONE
700033530,VESSEL_STR_016,LR,longliner,708,1,1,13.17,0,14.1,0.0,False,0.278,AIS_GAPS_1x>1h; DARK_PERIODS_1x>8h
700033531,VESSEL_STR_017,LR,longliner,865,0,0,0.08,0,14.1,0.0,False,0.001,NONE
700033532,VESSEL_STR_018,PH,trawler,865,0,0,0.08,0,12.9,0.0,False,0.001,NONE
700033533,VESSEL_STR_019,SG,longliner,786,1,0,6.67,0,14.2,0.0,False,0.165,AIS_GAPS_1x>1h
750000515,FISH_STR_TRANS,TW,trawler,228,1,0,3.17,0,11.8,0.0,False,0.123,AIS_GAPS_1x>1h; IUU_CONCERN_FLAG+FISHING
750000615,FISH_STR_TRANS,TW,trawler,265,0,0,0.08,0,12.5,0.0,False,0.021,IUU_CONCERN_FLAG+FISHING
750000715,FISH_STR_TRANS,TW,trawler,228,1,0,3.17,0,12.1,0.0,False,0.123,AIS_GAPS_1x>1h; IUU_CONCERN_FLAG+FISHING
750100515,REEFER_STR_01,LR,reefer_carrier,205,0,0,0.08,0,17.4,0.0,False,0.001,NONE
750100615,REEFER_STR_01,LR,reefer_carrier,205,0,0,0.08,0,17.9,0.0,False,0.001,NONE
750100715,REEFER_STR_01,MH,reefer_carrier,205,0,0,0.08,0,17.7,0.0,True,0.031,POOR_COMPLIANCE_FLAG
760000515,CARGO_STR_BNKR,KR,cargo,163,0,0,0.08,0,21.0,0.0,False,0.001,NONE
760000615,CARGO_STR_BNKR,CN,cargo,163,0,0,0.08,0,19.2,0.0,False,0.001,NONE
760000715,CARGO_STR_BNKR,CN,cargo,163,0,0,0.08,0,19.0,0.0,False,0.001,NONE
760100515,BARGE_STR_01,SG,bunker_barge,73,0,0,0.08,0,8.9,0.0,False,0.001,NONE
760100615,BARGE_STR_01,SG,bunker_barge,73,0,0,0.08,0,9.2,0.0,False,0.001,NONE
760100715,BARGE_STR_01,BR,bunker_barge,73,0,0,0.08,0,9.6,0.0,False,0.001,NONE
770003515,SURVEY_STR_00,GB,survey_vessel,125,0,0,0.08,0,12.3,0.0,False,0.001,NONE
780003515,PATROL_STR_00,SG,patrol_vessel,72,0,0,0.08,0,12.8,0.0,False,0.001,NONE
780003516,PATROL_STR_01,SG,patrol_vessel,128,0,0,0.08,0,10.7,0.0,False,0.001,NONE
790003515,DREDGER_STR_00,SG,dredger,152,0,0,0.08,0,4.2,0.0,False,0.001,NONE
800003514,LOITER_STR_00,CN,cargo,553,0,0,0.08,0,19.7,0.0,False,0.001,NONE
800003515,LOITER_STR_01,PH,cargo,553,0,0,0.08,0,18.6,0.0,False,0.001,NONE
800003516,LOITER_STR_02,JP,cargo,553,0,0,0.08,0,19.2,0.0,False,0.001,NONE
800003517,LOITER_STR_03,JP,cargo,553,0,0,0.08,0,20.4,0.0,False,0.001,NONE
900003514,STS_TANKER_0_1,PA,tanker,289,0,0,0.08,0,14.9,0.0,True,0.031,POOR_COMPLIANCE_FLAG
900003515,STS_TANKER_0_2,VU,tanker,289,0,0,0.08,0,14.3,0.0,True,0.031,POOR_COMPLIANCE_FLAG
900003524,STS_TANKER_1_1,PA,tanker,289,0,0,0.08,0,15.3,0.0,True,0.031,POOR_COMPLIANCE_FLAG
900003525,STS_TANKER_1_2,VU,tanker,289,0,0,0.08,0,15.1,0.0,True,0.031,POOR_COMPLIANCE_FLAG
900003534,STS_TANKER_2_1,PA,tanker,289,0,0,0.08,0,14.7,0.0,True,0.031,POOR_COMPLIANCE_FLAG
900003535,STS_TANKER_2_2,VU,tanker,289,0,0,0.08,0,14.9,0.0,True,0.031,POOR_COMPLIANCE_FLAG
