mmsi,name,flag,vessel_type_key,true_activity,sog_mean,sog_std,sog_max,pct_slow,pct_vslow,pct_fast,cog_std,zig_zag,mean_turning_rate,max_turning_rate,loiter_index,centroid_lat,centroid_lon,lat_range,lon_range,total_dist_nm,bbox_area,t_span_h,pct_fishing_status,pct_anchored_status,n_dark_gaps,max_dark_gap_h,pct_dark,length,draught,dist_to_port_nm,dist_to_fishing_nm,n_pings
500036907,MV_GUL_CARGO_010,GA,tanker,transit,12.667764298093585,0.7275471194333312,15.5,0.0,0.0,0.036395147313691506,14.617920727197065,0.0,3.229166666666666,12.900000000000006,1.0358509085166204e-05,-2.01633287694974,8.873373743500865,9.81597,0.6228600000000011,608.6162548564484,6.1139750742000105,48.0,0.0,0.0,0,0.08333333333333333,0.0,289,18.1,605.3265307193191,9999.0,577
500036908,MV_GUL_CARGO_011,CM,bulk_carrier,transit,12.394107452339687,0.669488494752903,14.4,0.0,0.0,0.0034662045060658577,45.389795855021774,0.0,3.553645833333333,16.69999999999999,3.554439832595321e-05,2.3471243327556324,-1.172327642980936,5.47169,5.88191,595.6081657479252,32.1839881279,48.0,0.0,0.0,0,0.08333333333333333,0.0,255,14.7,248.62940529207123,9999.0,577
600006897,ANCHORED_GUL_00,PA,bulk_carrier,anchored,0.5602076124567473,1.1973910328780615,11.5,0.9826989619377162,0.9550173010380623,0.0,16.44382407657152,0.0,2.0642361111111103,9.699999999999989,1.675959560209287e-05,5.373493806228374,-3.71761875432526,0.14383999999999997,0.14848000000000017,16.335120841643388,0.02135736320000002,24.0,0.0,1.0,0,0.08333333333333333,0.0,288,16.6,18.0936721728972,9999.0,289
600006898,ANCHORED_GUL_01,CN,tanker,anchored,0.5816608996539793,1.2599126717254165,10.9,0.9792387543252595,0.9584775086505191,0.0,11.589408056292054,0.0,2.0180555555555544,6.700000000000017,6.709259264478525e-06,5.379961384083045,-3.872655294117647,0.18463999999999992,0.11818000000000017,16.714132732954095,0.02182075520000002,24.0,0.0,1.0,0,0.08333333333333333,0.0,225,17.3,8.888983312691984,9999.0,289
600006899,ANCHORED_GUL_02,PA,bulk_carrier,anchored,0.5709342560553633,0.8699438150550151,8.0,0.9896193771626297,0.972318339100346,0.0,12.901776442428211,0.0,2.0031250000000007,9.0,1.2771579969535122e-05,5.277726816608997,-4.450784982698962,0.09461999999999993,0.19334000000000007,16.098244274114208,0.018293830799999994,24.0,0.0,1.0,0,0.08333333333333333,0.0,208,16.3,26.222624811479836,9999.0,289
600006900,ANCHORED_GUL_03,CN,cargo,anchored,0.6743944636678201,1.573977966887137,14.8,0.9757785467128027,0.9446366782006921,0.0034602076124567475,10.443926669474017,0.0,1.8729166666666655,7.5,8.25374905209604e-06,5.61972519031142,-3.9225983391003463,0.1536900000000001,0.2104499999999998,18.331719401525447,0.032344060499999994,24.0,0.0,1.0,0,0.08333333333333333,0.0,174,12.1,16.6451183208779,9999.0,289
600006901,ANCHORED_GUL_04,BR,tanker,anchored,0.5788927335640138,1.3032316044324161,12.0,0.9792387543252595,0.9619377162629758,0.0,12.158099102781328,0.0,1.9201388888888882,7.899999999999977,6.398488816583273e-06,7.010612906574394,2.806764186851211,0.16708000000000034,0.1462699999999999,16.55133837991137,0.024438791600000034,24.0,0.0,1.0,0,0.08333333333333333,0.0,197,14.4,48.39782150046022,9999.0,289
700036897,VESSEL_GUL_000,GA,longliner,transit,8.03664739884393,4.841946806365434,14.1,0.3745664739884393,0.21502890173410405,0.0011560693641618498,71.1653919937189,0.09027777777777778,9.80324074074074,78.39999999999998,2.2489651220465947e-05,4.948761063583815,0.6589134335260115,2.7770299999999994,6.81892,579.6067486290046,18.936345407599998,72.0,0.38497109826589593,0.0,0,0.08333333333333333,0.0,42,3.1,186.401623932384,9999.0,865
700036898,VESSEL_GUL_001,CM,longliner,fishing,6.744393063583814,5.061962344972274,14.4,0.49942196531791905,0.31676300578034683,0.004624277456647399,80.19613372037021,0.11689814814814815,11.793981481481481,77.69999999999999,2.866437848310107e-05,-5.442917757225434,0.8430729248554912,3.13511,4.73675,485.8557203942749,14.8502322925,72.0,0.5121387283236994,0.0,0,0.08333333333333333,0.0,46,2.2,711.1244149142725,9999.0,865
700036899,VESSEL_GUL_002,NG,purse_seiner,transit,11.199848942598189,4.55462481747256,16.1,0.2311178247734139,0.0015105740181268882,0.33987915407854985,68.69728315084318,0.039334341906202726,7.138426626323754,76.0,2.650356950057225e-05,-2.1141987160120848,0.9016301208459214,3.9288999999999996,10.07338,849.7474429114033,39.577302681999996,72.0,0.26132930513595165,0.0,1,17.0,0.0,75,6.5,535.3948172721667,9999.0,662
700036900,VESSEL_GUL_003,KR,trawler,transit,9.397996918335902,2.912146444147869,13.3,0.1802773497688752,0.0,0.0,98.93225760181879,0.043209876543209874,6.915277777777779,75.5,2.2422026499142917e-05,7.544091679506933,1.0615157781201847,4.817850000000001,3.61382,700.4732523972064,17.410842687000002,72.0,0.21879815100154082,0.0,1,18.083333333333332,0.0,54,5.2,153.52331181295278,9999.0,649
700036901,VESSEL_GUL_004,GA,purse_seiner,transit,11.290429958391123,4.593730873486241,15.9,0.2288488210818308,0.006934812760055479,0.391123439667129,52.44326329777602,0.05,7.265000000000001,81.5,3.353089679330044e-05,-1.0495896255201107,2.475900429958391,8.555399999999999,4.55787,834.8036376420787,38.994400997999996,72.0,0.27184466019417475,0.0,1,12.083333333333334,0.0,49,5.4,453.599102377634,9999.0,721
700036902,VESSEL_GUL_005,GH,trawler,transit,7.367514450867052,3.622105726150145,13.0,0.4439306358381503,0.004624277456647399,0.0,82.92393727698636,0.1111111111111111,11.490277777777779,78.29999999999998,1.6953972075062248e-05,-2.3049708901734105,-0.47779926011560686,4.15376,2.73958,530.3110687210722,11.3795578208,72.0,0.46936416184971097,0.0,0,0.08333333333333333,0.0,21,5.8,506.8755648570013,9999.0,865
700036903,VESSEL_GUL_006,LR,trawler,transit,8.498497109826591,3.392601274252695,13.5,0.30057803468208094,0.0,0.0,78.6590846342061,0.08217592592592593,9.071180555555555,68.79999999999998,1.7436874527999825e-05,-4.780823375722544,2.850975225433526,6.206840000000001,2.2852000000000006,612.7675520772957,14.183870768000006,72.0,0.3260115606936416,0.0,0,0.08333333333333333,0.0,23,3.8,675.0773523165072,9999.0,865
700036904,VESSEL_GUL_007,GH,trawler,fishing,7.123815028901735,3.711947498508249,13.3,0.48092485549132946,0.0023121387283236996,0.0,99.69427307166482,0.12384259259259259,12.071643518518515,83.39999999999998,2.27379718803436e-05,0.2347688092485549,-0.6383314566473988,2.81113,3.15357,512.9697027014387,8.8650952341,72.0,0.5156069364161849,0.0,0,0.08333333333333333,0.0,24,5.2,368.497650211041,9999.0,865
700036905,VESSEL_GUL_008,GH,purse_seiner,transit,9.836763005780346,5.097696514415339,16.1,0.36184971098265895,0.010404624277456647,0.27398843930635836,96.40106243977364,0.10300925925925926,10.37453703703704,82.5,1.1116650383939011e-05,5.402861063583814,1.856611190751445,5.90559,3.6868500000000006,708.641518586397,21.773024491500003,72.0,0.3976878612716763,0.0,0,0.08333333333333333,0.0,41,5.7,111.07722502013154,9999.0,865
700036906,VESSEL_GUL_009,CM,purse_seiner,transit,10.753063583815031,4.868852802116106,16.3,0.27630057803468205,0.011560693641618497,0.3988439306358382,74.84364720905008,0.08564814814814815,9.186458333333333,80.5,2.7899120767513616e-05,-6.296824173410405,1.5721135838150289,6.226909999999999,3.5533,775.5176894968897,22.126079302999997,72.0,0.3236994219653179,0.0,0,0.08333333333333333,0.0,46,4.2,773.0371709367467,9999.0,865
700036907,VESSEL_GUL_010,CN,trawler,transit,9.211600587371512,3.018508338949072,13.3,0.19530102790014683,0.0,0.0,59.8177809704114,0.045588235294117645,7.0307352941176475,74.39999999999998,2.26010363535799e-05,-0.9288136270190895,-0.11288963289280468,5.38983,3.8320300000000005,676.4071073958871,20.653990254900002,72.0,0.23201174743024963,0.0,1,15.416666666666666,0.0,23,4.0,444.36629277408827,9999.0,681
700036908,VESSEL_GUL_011,PA,longliner,fishing,6.176416184971099,5.054214619717468,13.5,0.5572254335260116,0.35260115606936415,0.0,79.85818631931669,0.13425925925925927,12.920023148148148,86.80000000000001,2.2892906847152808e-05,-5.902186693641618,8.6231427283237,3.3782,3.5630099999999993,445.33120695323055,12.036560381999998,72.0,0.5699421965317919,0.0,0,0.08333333333333333,0.0,33,3.7,805.2039201094424,9999.0,865
700036909,VESSEL_GUL_012,GH,purse_seiner,transit,10.678728323699422,4.807913587505531,16.3,0.2705202312138728,0.0,0.31676300578034683,48.605665305744665,0.08217592592592593,8.992592592592594,62.400000000000034,2.0942646025560792e-05,-7.129472682080925,0.5153516647398844,9.80048,1.79745,769.2047175182447,17.615872776,72.0,0.3260115606936416,0.0,0,0.08333333333333333,0.0,61,6.6,797.5892747805907,9999.0,865
700036910,VESSEL_GUL_013,LR,longliner,transit,8.371329479768788,4.6832562372700295,13.3,0.33410404624277457,0.1976878612716763,0.0,75.02440743005377,0.07523148148148148,8.63101851851852,77.30000000000001,2.8957612161155087e-05,-4.500625005780347,-4.932915052023121,3.29433,6.0330900000000005,603.2514950661375,19.8749893797,72.0,0.3398843930635838,0.0,0,0.08333333333333333,0.0,51,4.2,594.5619639556704,9999.0,865
700036911,VESSEL_GUL_014,PA,longliner,fishing,6.790057803468208,5.030176509746165,13.7,0.49942196531791905,0.28439306358381505,0.0,66.83731254912081,0.1099537037037037,11.556828703703705,86.70000000000005,2.144505009573022e-05,6.652361271676301,-3.095618531791908,3.9928999999999997,4.7516,490.12410277532877,18.972663639999997,72.0,0.5098265895953757,0.0,0,0.08333333333333333,0.0,40,4.2,95.22209100831212,9999.0,865
700036912,VESSEL_GUL_015,CM,longliner,transit,8.01063583815029,5.007947689237338,14.2,0.3861271676300578,0.22427745664739884,0.0023121387283236996,65.23390395865309,0.10069444444444445,10.303009259259259,68.80000000000001,1.477776005006842e-05,-4.515432497109827,-2.1695747630057802,5.365139999999999,5.40602,576.8771761115695,29.004054142799994,72.0,0.4,0.0,0,0.08333333333333333,0.0,35,2.3,603.2186312466595,9999.0,865
700036913,VESSEL_GUL_016,GA,trawler,transit,9.227823691460056,3.0615085591290665,13.2,0.19834710743801653,0.0,0.0,71.67894444326002,0.06344827586206897,7.56593103448276,82.0,2.548676971696393e-05,4.450352162534435,-0.2827241046831956,3.5824599999999998,5.33775,697.2775701302144,19.122275865,72.0,0.22727272727272727,0.0,1,11.666666666666666,0.0,27,5.5,230.1378048339006,9999.0,726
700036914,VESSEL_GUL_017,KR,trawler,transit,8.289826589595375,3.5447446199685366,13.3,0.34104046242774566,0.0,0.0,81.71023120576965,0.08449074074074074,9.621990740740742,85.40000000000003,1.537566411832061e-05,5.619646855491331,-1.46500238150289,2.23414,6.1211400000000005,596.4564585455045,13.6754837196,72.0,0.36878612716763004,0.0,0,0.08333333333333333,0.0,41,3.3,153.49306122013994,9999.0,865
700036915,VESSEL_GUL_018,GA,longliner,transit,7.6226589595375716,4.850697570285482,13.3,0.3976878612716763,0.2300578034682081,0.0,82.13389640551179,0.10532407407407407,10.205324074074074,70.80000000000001,1.7200858987817065e-05,-7.183196104046243,8.87347571098266,2.586919999999999,4.357060000000001,549.5766398169458,11.271365655199999,72.0,0.41040462427745666,0.0,0,0.08333333333333333,0.0,54,4.5,881.9804223642409,9999.0,865
700036916,VESSEL_GUL_019,GA,purse_seiner,transit,10.578381502890172,4.825721753691454,16.3,0.2832369942196532,0.009248554913294798,0.2520231213872832,71.30139216220833,0.08449074074074074,9.00023148148148,70.5,2.3047902873185078e-05,1.8953096531791906,-0.534081028901734,5.50263,5.10027,762.027351494698,28.0648987101,72.0,0.315606936416185,0.0,0,0.08333333333333333,0.0,56,6.5,294.7694036086743,9999.0,865
750000898,FISH_GUL_TRANS,KR,trawler,fishing,5.552631578947368,3.03289597366493,11.5,0.6842105263157895,0.0043859649122807015,0.0,74.15652480221416,0.13215859030837004,14.916299559471366,76.40000000000003,2.1879880021870176e-05,-4.029577456140351,3.1185472807017547,0.9065099999999999,0.70695,114.81354070943743,0.6408572444999999,22.0,0.7324561403508771,0.0,1,3.1666666666666665,0.0,46,5.6,629.409025718907,9999.0,228
750000998,FISH_GUL_TRANS,KR,trawler,fishing,5.590350877192983,3.0142779909473774,13.2,0.706140350877193,0.0,0.0,56.93789671419967,0.17180616740088106,14.967400881057271,64.1,1.1963098925846067e-05,1.4940044298245614,2.0989690789473685,1.2517099999999999,0.2701600000000002,118.90437067529311,0.33816197360000017,22.0,0.7324561403508771,0.0,1,3.1666666666666665,0.0,61,4.6,307.4376807870413,9999.0,228
750001098,FISH_GUL_TRANS,CN,trawler,fishing,4.84566037735849,3.259515827822634,12.5,0.7320754716981132,0.10566037735849057,0.0,69.32247568592268,0.13636363636363635,15.372727272727271,61.7,2.193105657344913e-05,3.2022030943396227,5.39296758490566,1.1766500000000004,0.3414299999999999,106.00190431919712,0.40174360950000004,22.0,0.6339622641509434,0.0,0,0.08333333333333333,0.0,41,5.9,228.86817838894095,9999.0,265
750100898,REEFER_GUL_01,PA,reefer_carrier,transit,13.320487804878049,5.059940205575321,17.3,0.14146341463414633,0.08780487804878048,0.775609756097561,64.5709620639733,0.014705882352941176,4.7705882352941185,41.19999999999999,3.12113837919488e-05,-1.7940759024390243,4.982302048780488,1.5498,1.9834500000000004,226.18470860859688,3.073950810000001,17.0,0.0,0.0,0,0.08333333333333333,0.0,148,8.1,504.09550132007274,9999.0,205
750100998,REEFER_GUL_01,LR,reefer_carrier,transit,13.223902439024389,5.144740567091501,17.6,0.15609756097560976,0.09268292682926829,0.7707317073170732,104.09283846570978,0.024509803921568627,5.542156862745099,50.19999999999999,1.2780838270843456e-05,0.49573604878048777,3.442741268292683,1.94802,0.5754900000000003,224.71688250425535,1.1210660298000006,17.0,0.0,0.0,0,0.08333333333333333,0.0,119,9.4,357.5107109935817,9999.0,205
750101098,REEFER_GUL_01,LR,reefer_carrier,transit,13.304390243902438,5.058277952792797,17.5,0.14634146341463414,0.0975609756097561,0.7853658536585366,99.67665940885593,0.03431372549019608,6.321568627450982,51.79999999999998,8.774991269528107e-06,3.379371463414634,5.057303170731708,1.8866400000000003,0.4886400000000002,226.4194092392444,0.9218877696000005,17.0,0.0,0.0,0,0.08333333333333333,0.0,102,8.2,209.6055318753406,9999.0,205
760000898,CARGO_GUL_BNKR,JP,cargo,transit,12.864417177914111,6.854864208036886,20.2,0.22085889570552147,0.18404907975460122,0.6625766871165644,13.26574387082597,0.0,2.9888888888888863,9.800000000000011,1.4379767918294494e-05,6.144961288343557,-5.525262883435583,1.955,2.01811,173.42987012886908,3.94540505,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,270,13.3,101.52307701259497,9999.0,163
760000998,CARGO_GUL_BNKR,JP,cargo,transit,12.591411042944783,6.327992139061592,18.9,0.2147239263803681,0.18404907975460122,0.6687116564417178,24.021797083426513,0.0,3.3456790123456783,16.5,2.099917842834731e-05,7.325659386503068,3.340329018404908,0.7008200000000002,2.5689999999999995,169.64353036671622,1.8004065800000002,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,274,9.5,52.65829206802288,9999.0,163
760001098,CARGO_GUL_BNKR,CN,cargo,transit,12.258895705521473,6.54363110077178,19.9,0.2331288343558282,0.19631901840490798,0.6257668711656442,7.8208791729605425,0.0,2.8580246913580254,9.699999999999989,8.225921105893046e-06,4.545563006134969,-5.430083374233129,1.3139199999999995,2.38565,165.35726433001503,3.134553247999999,13.5,0.0,0.11042944785276074,0,0.08333333333333333,0.0,157,10.1,97.49483069698383,9999.0,163
760100898,BARGE_GUL_01,BR,bunker_barge,transit,5.419178082191781,2.9269488313664485,9.0,0.3698630136986301,0.2191780821917808,0.0,8.775229679523013,0.0,3.3805555555555533,11.699999999999989,8.185245043163453e-06,5.922187123287671,-3.4101149315068495,0.2263799999999998,0.4810000000000003,32.32160239356963,0.10888877999999998,6.0,0.0,0.0,0,0.08333333333333333,0.0,68,2.5,49.67117669094546,9999.0,73
760100998,BARGE_GUL_01,NG,bunker_barge,transit,5.138356164383561,2.804918875929247,9.1,0.410958904109589,0.2465753424657534,0.0,9.42789889638678,0.0,2.916666666666668,12.5,9.915345988294126e-06,6.557302054794521,3.6957482191780824,0.035330000000000084,0.5069699999999999,30.659340191313554,0.01791125010000004,6.0,0.0,0.0,0,0.08333333333333333,0.0,34,3.1,19.343501350581555,9999.0,73
760101098,BARGE_GUL_01,SG,bunker_barge,transit,5.201369863013698,2.7738748502986144,9.8,0.3835616438356164,0.2054794520547945,0.0,10.70967772639938,0.0,3.4638888888888903,8.600000000000023,1.3679879668613802e-05,5.869902602739726,-4.522579041095891,0.11122000000000032,0.5025699999999995,31.249618662294836,0.05589583540000011,6.0,0.0,0.0,0,0.08333333333333333,0.0,64,4.4,42.88446787505845,9999.0,73
770006898,SURVEY_GUL_00,US,survey_vessel,survey,5.065340909090909,2.784411333601787,12.4,0.8636363636363636,0.0,0.0,118.18920652478344,0.05714285714285714,6.578285714285714,176.3,4.092430761206148e-06,-1.8510239772727273,6.743727443181819,0.20218999999999987,0.2366299999999999,77.08848062475698,0.04784421969999995,14.583333333333334,0.0,0.0,0,0.08333333333333333,0.0,115,4.7,537.4095147229264,9999.0,176
780006898,PATROL_GUL_00,NG,patrol_vessel,patrol_sweep,13.010344827586206,0.47911184180314803,14.0,0.0,0.0,0.0,131.03726735951508,0.2631578947368421,23.68421052631579,90.0,3.6119087018271482e-06,-4.742188103448276,-2.7361789655172415,0.12650999999999968,0.10889000000000015,61.65740921301529,0.013775673899999985,4.75,0.0,0.0,0,0.08333333333333333,0.0,22,2.2,611.4055480390914,9999.0,58
780006899,PATROL_GUL_01,NG,patrol_vessel,patrol_sweep,13.248275862068965,0.4839640123804964,14.2,0.0,0.0,0.06896551724137931,131.03726735951508,0.2631578947368421,23.68421052631579,90.0,3.6035240675847204e-06,1.753508793103448,7.361443793103449,0.12895999999999996,0.1108399999999996,62.865415597695794,0.014293926399999945,4.75,0.0,0.0,0,0.08333333333333333,0.0,38,3.7,368.84465508601323,9999.0,58
790006898,DREDGER_GUL_00,BE,dredger,dredging,1.5172413793103448,0.8933516211861542,4.5,1.0,0.896551724137931,0.0,119.64894971007968,0.034653465346534656,9.208415841584161,179.10000000000002,4.305767116952449e-08,6.487529852216749,3.364492660098522,0.04652999999999974,0.03835999999999995,24.877517560647725,0.0017848907999999876,16.833333333333332,0.0,0.0,0,0.08333333333333333,0.0,100,6.2,2.7190150060990375,9999.0,203
800006897,LOITER_GUL_00,SL,cargo,loiter,5.523146473779385,6.565651719727909,19.4,0.7233273056057866,0.49547920433996384,0.2314647377938517,93.00683696119921,0.17028985507246377,14.680434782608696,94.29999999999995,2.5741220861307585e-05,-2.8658560036166363,1.7224084810126583,1.90005,1.5323600000000002,253.58747452481614,2.911560618,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,101,11.3,568.1908109631454,9999.0,553
800006898,LOITER_GUL_01,SL,cargo,loiter,5.562206148282097,6.6667619187964995,19.1,0.7251356238698011,0.5117540687160941,0.24773960216998192,93.54143528928107,0.1503623188405797,13.634420289855072,76.0,2.0427401348994606e-05,-3.6839913200723324,5.972363435804702,1.2173399999999996,1.8006200000000003,256.10806062098374,2.1919667508,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,170,7.2,627.8322802470849,9999.0,553
800006899,LOITER_GUL_02,KR,cargo,loiter,5.6497287522603985,6.591855139182944,20.6,0.7215189873417721,0.4665461121157324,0.24773960216998192,120.53103245104249,0.11956521739130435,13.079166666666667,63.0,1.1798901065875503e-05,-5.012632784810126,3.8287819891500896,0.9569099999999997,1.6859300000000004,260.480552929161,1.6132832762999998,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,141,10.4,688.7240358628851,9999.0,553
800006900,LOITER_GUL_03,LR,cargo,loiter,5.595117540687162,6.662308873435922,20.6,0.7215189873417721,0.5117540687160941,0.2423146473779385,129.77813641940008,0.1503623188405797,14.844746376811592,84.89999999999998,1.879585357307517e-05,2.1401712658227847,3.674902929475588,1.5898400000000001,1.4733999999999998,257.55004469247467,2.342470256,46.0,0.0,0.0867992766726944,0,0.08333333333333333,0.0,193,6.9,259.32544276917514,9999.0,553
900006897,STS_TANKER_0_1,PA,tanker,transit,9.930103806228374,4.865018162281419,14.4,0.23529411764705882,0.17301038062283736,0.02768166089965398,20.57307810348151,0.0,3.376388888888889,13.5,2.1198637139726933e-05,0.4603443252595156,-1.405938062283737,0.98273,3.5249800000000002,238.34421816674006,3.4641035954,24.0,0.0,0.0,0,0.08333333333333333,0.0,325,17.3,333.30915696938723,9999.0,289
900006898,STS_TANKER_0_2,VU,tanker,transit,9.805536332179932,4.948080310665006,14.6,0.2422145328719723,0.1972318339100346,0.020761245674740483,17.741467052728805,0.0,3.421875,16.19999999999999,1.1286102626298317e-05,1.918663252595156,0.9813000692041524,3.75423,0.52038,235.41453764923102,1.9536262074,24.0,0.0,0.0,0,0.08333333333333333,0.0,159,10.3,307.91390794755364,9999.0,289
900006907,STS_TANKER_1_1,PA,tanker,transit,10.328373702422146,5.010213559890419,15.8,0.22837370242214533,0.14878892733564014,0.10726643598615918,23.081145578121216,0.0,3.3152777777777778,13.0,1.8708786671439237e-05,0.5398592387543253,3.205852837370242,3.82141,0.9102700000000001,247.80537754568115,3.4785148807000006,24.0,0.0,0.0,0,0.08333333333333333,0.0,274,21.6,355.01898377713167,9999.0,289
900006908,STS_TANKER_1_2,VU,tanker,transit,10.010034602076125,5.162990770980018,15.4,0.23875432525951557,0.21107266435986158,0.05190311418685121,26.152464496052023,0.0,3.468402777777778,11.0,3.283847388801009e-05,0.44801366782006924,3.726625709342561,2.7709900000000003,2.28285,240.39740183080244,6.3257545215,24.0,0.0,0.0,0,0.08333333333333333,0.0,318,16.2,360.92578902211534,9999.0,289
900006917,STS_TANKER_2_1,PA,tanker,transit,10.079584775086506,5.145982929627472,14.9,0.23183391003460208,0.2041522491349481,0.06228373702422145,18.861379501323754,0.0,3.369791666666667,17.5,1.778076524030362e-05,-1.687460484429066,2.513191141868512,3.69546,1.0417999999999998,241.61480196072614,3.8499302279999994,24.0,0.0,0.0,0,0.08333333333333333,0.0,320,12.8,491.39525367633047,9999.0,289
900006918,STS_TANKER_2_2,VU,tanker,transit,10.156401384083045,5.037056679365436,15.4,0.23529411764705882,0.18685121107266436,0.11418685121107267,21.27369928749883,0.0,3.1465277777777794,13.800000000000011,2.796751160438621e-05,2.329903321799308,1.9806874740484428,2.3584699999999996,2.8763500000000004,243.7594909682848,6.7837851845,24.0,0.0,0.0,0,0.08333333333333333,0.0,207,19.8,261.35782161408247,9999.0,289
